product_url,product_price,product_description,product_name
https://www.liveyoursport.com/products/for-fitbit-blaze-bands-large-black-with-frame-henoda-silicone-wristband-for-fitbit-blaze-smart-watch-men-a-black-small-band-with-frame,"Rs 3,842.00","Custom designed for your precious Fitbit Blaze Smart Watch, this Henoda Fitbit Blaze Band features a combination of functionality and style. * Personalized Your Fitbit Blaze smart watch with this refined replacement wrist band. Comparable to original Fitbit Blaze Sport Band. * Band comes with Fitbit Blaze Watch Lugs on both ends, which locks onto Fitbit Blaze Watch Band Interface precisely and securely. Easy and direct installation and one button removal. * An innovative pin-and-tuck closure ensures a clean fit. Metal parts made with hypoallergenic nickel free stainless steel. * Soft silicone with smooth finish for a sporty look. Comfortable and durable. * Large size fits 6.7""-8.1"" (170mm-205mm) wrist. Small Size fits 5.2""-6.7""(130mm-170mm) wrist. * Lifetime warranty. Please search ""Henoda Fitbit Blaze Band"" for other accessories offered by Henoda. This product is sold exclusively by Henoda. Only buy from Henoda can you get genuine Henoda products with lifetime warranty and superb customer service. ""Henoda"" is a registered trademark of Henoda and is exclusively distributed by Henoda on Amazon.US. Henoda trademark is protected by US Trademark Law. ""Henoda"" aims at providing the best service and 100% purchase satisfaction to customers. If you're not satisfied or feel unhappy, before leaving negative feedback, please e-mail us. All your emails will be responded within 12 hours(4-6 hours on average). We will do whatever it takes to make you happy.",For Fitbit Blaze Bands Large Black with Frame Henoda Silicone Wristband for Fitbit Blaze Smart Watch Men A Black Small Band with Frame*
https://www.liveyoursport.com/products/for-fitbit-blaze-bands-large-black-with-frame-henoda-silicone-wristband-for-fitbit-blaze-smart-watch-men-a-black-large-band-with-frame,"Rs 3,842.00","Custom designed for your precious Fitbit Blaze Smart Watch, this Henoda Fitbit Blaze Band features a combination of functionality and style. * Personalized Your Fitbit Blaze smart watch with this refined replacement wrist band. Comparable to original Fitbit Blaze Sport Band. * Band comes with Fitbit Blaze Watch Lugs on both ends, which locks onto Fitbit Blaze Watch Band Interface precisely and securely. Easy and direct installation and one button removal. * An innovative pin-and-tuck closure ensures a clean fit. Metal parts made with hypoallergenic nickel free stainless steel. * Soft silicone with smooth finish for a sporty look. Comfortable and durable. * Large size fits 6.7""-8.1"" (170mm-205mm) wrist. Small Size fits 5.2""-6.7""(130mm-170mm) wrist. * Lifetime warranty. Please search ""Henoda Fitbit Blaze Band"" for other accessories offered by Henoda. This product is sold exclusively by Henoda. Only buy from Henoda can you get genuine Henoda products with lifetime warranty and superb customer service. ""Henoda"" is a registered trademark of Henoda and is exclusively distributed by Henoda on Amazon.US. Henoda trademark is protected by US Trademark Law. ""Henoda"" aims at providing the best service and 100% purchase satisfaction to customers. If you're not satisfied or feel unhappy, before leaving negative feedback, please e-mail us. All your emails will be responded within 12 hours(4-6 hours on average). We will do whatever it takes to make you happy.",For Fitbit Blaze Bands Large Black with Frame Henoda Silicone Wristband for Fitbit Blaze Smart Watch Men A Black Large Band with Frame*
https://www.liveyoursport.com/products/for-fitbit-blaze-bands-large-black-with-frame-henoda-silicone-wristband-for-fitbit-blaze-smart-watch-men-1pcs-black-steel-frame,"Rs 3,262.00","Custom designed for your precious Fitbit Blaze Smart Watch, this Henoda Fitbit Blaze Band features a combination of functionality and style. * Personalized Your Fitbit Blaze smart watch with this refined replacement wrist band. Comparable to original Fitbit Blaze Sport Band. * Band comes with Fitbit Blaze Watch Lugs on both ends, which locks onto Fitbit Blaze Watch Band Interface precisely and securely. Easy and direct installation and one button removal. * An innovative pin-and-tuck closure ensures a clean fit. Metal parts made with hypoallergenic nickel free stainless steel. * Soft silicone with smooth finish for a sporty look. Comfortable and durable. * Large size fits 6.7""-8.1"" (170mm-205mm) wrist. Small Size fits 5.2""-6.7""(130mm-170mm) wrist. * Lifetime warranty. Please search ""Henoda Fitbit Blaze Band"" for other accessories offered by Henoda. This product is sold exclusively by Henoda. Only buy from Henoda can you get genuine Henoda products with lifetime warranty and superb customer service. ""Henoda"" is a registered trademark of Henoda and is exclusively distributed by Henoda on Amazon.US. Henoda trademark is protected by US Trademark Law. ""Henoda"" aims at providing the best service and 100% purchase satisfaction to customers. If you're not satisfied or feel unhappy, before leaving negative feedback, please e-mail us. All your emails will be responded within 12 hours(4-6 hours on average). We will do whatever it takes to make you happy.",For Fitbit Blaze Bands Large Black with Frame Henoda Silicone Wristband for Fitbit Blaze Smart Watch Men 1PCS Black Steel Frame*
https://www.liveyoursport.com/products/fitness-tracker-morefit-slim-hr-heart-rate-touch-screen-activity-tracker-wireless-smart-bracelet-pedometer-silver-teal,"Rs 5,659.00",Fitness Tracker MoreFit Slim HR Heart Rate Touch Screen Activity Tracker Wireless Smart Bracelet Pedometer,Fitness Tracker MoreFit Slim HR Heart Rate Touch Screen Activity Tracker Wireless Smart Bracelet Pedometer Silver/Teal*
https://www.liveyoursport.com/products/tomtom-runner-gps-watch-black-pink,"Rs 12,449.00","Whether you're running, cycling or swimming, TomTom has a range of GPS watches and accessories to help you achieve your goals. With the TomTom Multi-Sport Cardio, see your detailed workout metrics at-a-glance to stay motivated and reach your activity goals. See your detailed running metrics at-a-glance. Track time, distance and pace on an extra-large, high resolution display. Achieve your goals with the help of the TomTom Graphical Training Partner. Navigate easily through menus with the intuitive One-Button Control. See your key running stats at-a-glance. View distance, run time and pace on a high-resolution and high-contrast display. Navigate easily through menus with the intuitive One-Button Control. Get started quickly and keep moving with easy access to watch functions and your key stats. Simply press up-down-left-right to move through menus. Train more effectively with full-screen graphics. Train more effectively with full-screen graphics. View your training performance at-a-glance with three unique graphical training modes. Race yourself, challenge yourself or pace yourself to get the most out of your run. Compare your current run with past performances. See in real-time where you are compared to your best or last run so you can continue to improve, run after run. See that you are on track to achieve your goals. Set a distance, time or calorie goal and check your progress in a simple full screen graphic. Set your goal and receive alerts when you re halfway there, almost there and when you have achieved your goal. Instantly see if you are in the right training zone. Set a target for pace or heart rate* and see in a simple full screen graphic how you are tracking throughout your run. *Heart Rate Monitor, optional accessory Run with a lightweight watch designed for runners. The slim design comfortably fits all wrist sizes. Stay focused on your run with vibration alerts. Hear beeps and feel vibrations to get milestone, lap and interval alerts, even when listening to your music. Run with a durable, scratch-resistant display. Super-tough scratch and impact-resistant display stays easy to read, run after run. Track your run indoors and on a treadmill. The TomTom Runner s built-in sensors count your strides so you can monitor your pace and distance. No extra foot pod required. Run in all kinds of weather. The TomTom Runner is waterproof up to 165 feet (50 meters) / 5ATM and as weather-ready as you are. Get out on your run faster. QuickGPSFix helps your watch find your precise location quickly so you can start your run. With the latest in GPS and GLONASS satellite receiver technology, you are sure to get a fast start to your run. Run more, recharge less, with up-to 10-hour battery life [GPS Mode]. Sync, analyze and share your stats on popular running sites or apps. Easily upload information about your runs to track progress against your goals. With compatibility across a broad range of online running community platforms, you can choose where you store your statistics. Charge and sync your watch. The Desk Dock connects to your PC or Mac easily, quickly and reliably. Connect to sensors using the latest wireless technology. The TomTom Runner uses Bluetooth Smart Technology to connect to the TomTom Heart Rate Monitor* and other compatible Bluetooth Smart accessories. *Heart Rate Monitor Optional accessory Measure the intensity of your workout. Use the optional Bluetooth Smart Heart Rate Monitor* to understand if you re training within the right zone for weight control, performance or speed. Speed up or slow down to stay in your training zone. *Optional accessory Customize your watch to suit your style. Choose from a variety of Comfort Strap colors and shapes to suit your taste or mood.",TomTom Runner GPS Watch Black Pink*
https://www.liveyoursport.com/products/diggro-id115hr-smart-bracelet-heart-rate-bluetooth-4-0-sports-pedometer-calorie-ip67-waterproof-sleep-monitor-call-sms-reminder-sedentary-reminder-for-android-ios-green,"Rs 5,659.00","1. App: VeryFit for heart rate 2. Compatibility: Android 4.4 or above and Bluetooth must be 4.0 or above; IOS 7.1 or above and Bluetooth must be 4.0 or above Wake-up gesture The screen will light when you turn over your wrist. Remote Camera You can take photos through the bracelet via remotely control of your smart phone. Heart Rate Monitor It can monitor your heart rate to help you do exercise and adjust your training plan scientifically. Calls Reminder When you have calls, the smart bracelet will vibrate to remind you and display the call name or number. SMS Reminder When you have SMS or social notice such as Facebook and Twitter, the smart bracelet will vibrate and display the content. Sleep Monitor It will automatically recognize your state and monitor your whole sleep process with analyzing your deep sleep time and light sleep hours. Find Phone and Anti-lost The Phone will vibrate to remind you after starting the find phone function on the bracelet. While the bracelet be far away from the phone, the bracelet will vibrate. Alarm Clock Don't be afraid that your alarm would wake up others because this silent vibration function just wake you up! (Alarm icon will be displayed on the bracelet after switch it ON in the APP.) CPU: Nordic Sensor: Kionix Screen: OLED Host Weight: 0.04lb Case Material: PC Wristband Material: TPE Standby Time: 5~7 Days Charging Time: 1~1.5Hour Bluetooth Version: 4.0 Battery: Li-battery 45mAh Gsensor: Gsensor kx022-1020 1 x Smart Bracelet 1 x Watch Band 1 x User Manual",Diggro ID115HR Smart Bracelet Heart Rate Bluetooth 4.0 Sports Pedometer Calorie IP67 Waterproof Sleep Monitor Call SMS Reminder Sedentary Reminder for Android IOS Green*
https://www.liveyoursport.com/products/scosche-rhythm-heart-rate-monitor-armband-red,"Rs 9,999.00",Scosche Rhythm Heart Rate Monitor Armband,Scosche Rhythm Heart Rate Monitor Armband Red*
https://www.liveyoursport.com/products/tomtom-runner-gps-watch-black-grey,"Rs 12,449.00","Whether you're running, cycling or swimming, TomTom has a range of GPS watches and accessories to help you achieve your goals. With the TomTom Multi-Sport Cardio, see your detailed workout metrics at-a-glance to stay motivated and reach your activity goals. See your detailed running metrics at-a-glance. Track time, distance and pace on an extra-large, high resolution display. Achieve your goals with the help of the TomTom Graphical Training Partner. Navigate easily through menus with the intuitive One-Button Control. See your key running stats at-a-glance. View distance, run time and pace on a high-resolution and high-contrast display. Navigate easily through menus with the intuitive One-Button Control. Get started quickly and keep moving with easy access to watch functions and your key stats. Simply press up-down-left-right to move through menus. Train more effectively with full-screen graphics. Train more effectively with full-screen graphics. View your training performance at-a-glance with three unique graphical training modes. Race yourself, challenge yourself or pace yourself to get the most out of your run. Compare your current run with past performances. See in real-time where you are compared to your best or last run so you can continue to improve, run after run. See that you are on track to achieve your goals. Set a distance, time or calorie goal and check your progress in a simple full screen graphic. Set your goal and receive alerts when you re halfway there, almost there and when you have achieved your goal. Instantly see if you are in the right training zone. Set a target for pace or heart rate* and see in a simple full screen graphic how you are tracking throughout your run. *Heart Rate Monitor, optional accessory Run with a lightweight watch designed for runners. The slim design comfortably fits all wrist sizes. Stay focused on your run with vibration alerts. Hear beeps and feel vibrations to get milestone, lap and interval alerts, even when listening to your music. Run with a durable, scratch-resistant display. Super-tough scratch and impact-resistant display stays easy to read, run after run. Track your run indoors and on a treadmill. The TomTom Runner s built-in sensors count your strides so you can monitor your pace and distance. No extra foot pod required. Run in all kinds of weather. The TomTom Runner is waterproof up to 165 feet (50 meters) / 5ATM and as weather-ready as you are. Get out on your run faster. QuickGPSFix helps your watch find your precise location quickly so you can start your run. With the latest in GPS and GLONASS satellite receiver technology, you are sure to get a fast start to your run. Run more, recharge less, with up-to 10-hour battery life [GPS Mode]. Sync, analyze and share your stats on popular running sites or apps. Easily upload information about your runs to track progress against your goals. With compatibility across a broad range of online running community platforms, you can choose where you store your statistics. Charge and sync your watch. The Desk Dock connects to your PC or Mac easily, quickly and reliably. Connect to sensors using the latest wireless technology. The TomTom Runner uses Bluetooth Smart Technology to connect to the TomTom Heart Rate Monitor* and other compatible Bluetooth Smart accessories. *Heart Rate Monitor Optional accessory Measure the intensity of your workout. Use the optional Bluetooth Smart Heart Rate Monitor* to understand if you re training within the right zone for weight control, performance or speed. Speed up or slow down to stay in your training zone. *Optional accessory Customize your watch to suit your style. Choose from a variety of Comfort Strap colors and shapes to suit your taste or mood.",TomTom Runner GPS Watch Black Grey*
https://www.liveyoursport.com/products/polar-ft4-heart-rate-monitor-green,"Rs 9,309.00",Polar FT4 Heart Rate Monitor,Polar FT4 Heart Rate Monitor Green*
https://www.liveyoursport.com/products/tomtom-runner-gps-watch-black-black,"Rs 12,445.00","Whether you're running, cycling or swimming, TomTom has a range of GPS watches and accessories to help you achieve your goals. With the TomTom Multi-Sport Cardio, see your detailed workout metrics at-a-glance to stay motivated and reach your activity goals. See your detailed running metrics at-a-glance. Track time, distance and pace on an extra-large, high resolution display. Achieve your goals with the help of the TomTom Graphical Training Partner. Navigate easily through menus with the intuitive One-Button Control. See your key running stats at-a-glance. View distance, run time and pace on a high-resolution and high-contrast display. Navigate easily through menus with the intuitive One-Button Control. Get started quickly and keep moving with easy access to watch functions and your key stats. Simply press up-down-left-right to move through menus. Train more effectively with full-screen graphics. Train more effectively with full-screen graphics. View your training performance at-a-glance with three unique graphical training modes. Race yourself, challenge yourself or pace yourself to get the most out of your run. Compare your current run with past performances. See in real-time where you are compared to your best or last run so you can continue to improve, run after run. See that you are on track to achieve your goals. Set a distance, time or calorie goal and check your progress in a simple full screen graphic. Set your goal and receive alerts when you re halfway there, almost there and when you have achieved your goal. Instantly see if you are in the right training zone. Set a target for pace or heart rate* and see in a simple full screen graphic how you are tracking throughout your run. *Heart Rate Monitor, optional accessory Run with a lightweight watch designed for runners. The slim design comfortably fits all wrist sizes. Stay focused on your run with vibration alerts. Hear beeps and feel vibrations to get milestone, lap and interval alerts, even when listening to your music. Run with a durable, scratch-resistant display. Super-tough scratch and impact-resistant display stays easy to read, run after run. Track your run indoors and on a treadmill. The TomTom Runner s built-in sensors count your strides so you can monitor your pace and distance. No extra foot pod required. Run in all kinds of weather. The TomTom Runner is waterproof up to 165 feet (50 meters) / 5ATM and as weather-ready as you are. Get out on your run faster. QuickGPSFix helps your watch find your precise location quickly so you can start your run. With the latest in GPS and GLONASS satellite receiver technology, you are sure to get a fast start to your run. Run more, recharge less, with up-to 10-hour battery life [GPS Mode]. Sync, analyze and share your stats on popular running sites or apps. Easily upload information about your runs to track progress against your goals. With compatibility across a broad range of online running community platforms, you can choose where you store your statistics. Charge and sync your watch. The Desk Dock connects to your PC or Mac easily, quickly and reliably. Connect to sensors using the latest wireless technology. The TomTom Runner uses Bluetooth Smart Technology to connect to the TomTom Heart Rate Monitor* and other compatible Bluetooth Smart accessories. *Heart Rate Monitor Optional accessory Measure the intensity of your workout. Use the optional Bluetooth Smart Heart Rate Monitor* to understand if you re training within the right zone for weight control, performance or speed. Speed up or slow down to stay in your training zone. *Optional accessory Customize your watch to suit your style. Choose from a variety of Comfort Strap colors and shapes to suit your taste or mood.",TomTom Runner GPS Watch Black Black*
https://www.liveyoursport.com/products/fitness-tracker-morefit-slim-hr-heart-rate-touch-screen-activity-tracker-wireless-smart-bracelet-pedometer-silver-purple,"Rs 5,659.00",Fitness Tracker MoreFit Slim HR Heart Rate Touch Screen Activity Tracker Wireless Smart Bracelet Pedometer,Fitness Tracker MoreFit Slim HR Heart Rate Touch Screen Activity Tracker Wireless Smart Bracelet Pedometer Silver/Purple*
https://www.liveyoursport.com/products/polar-a360-wristband-white,"Rs 4,137.00",Polar A360 Changeable Wrist Strap Blend your personal style with the Polar A360 - either choose your favorite color or something to suit your outfit. Size Guide Small: (S) 5 6.6 inches Medium: (M) 6 7.8 inches Large: (L) 6.5 8.8 inches,Polar A360 Wristband White*
https://www.liveyoursport.com/products/suunto-core-white-crush,"Rs 24,597.00","The award-winning Suunto Core comes in a range of stylish design options, packing easy-to-use outdoor functions in a robust construction. Combining an altimeter, barometer and compass with weather information, Suunto Core provides the essential features for adventures in the great outdoors. Designed to bring out the explorer in you.",Suunto Core White Crush*
https://www.liveyoursport.com/products/jarv-bluetooth-wireless-heart-rate-monitor-and-sensor-soft-adjustable-chest-strap-use-with-iphone-7-6-6s-6-plus-ipad-mini-air-pro-and-all-other-apple-ios-devices,"Rs 4,137.00",Jarv Bluetooth Wireless Heart Rate Monitor and Sensor. soft adjustable chest strap Use with iPhone 7 6 6S 6 Plus iPad Mini Air Pro and All Other Apple IOS Devices,"Jarv Bluetooth Wireless Heart Rate Monitor and Sensor. (soft adjustable chest strap) Use with iPhone 7 6 6S 6 Plus, iPad Mini, Air , Pro and All Other Apple IOS Devices*"
https://www.liveyoursport.com/products/polar-a370-wrist-band-ruby-red,"Rs 5,247.00",Polar A370 Wrist Band,Polar A370 Wrist Band Ruby Red*
https://www.liveyoursport.com/products/polar-ft1-heart-rate-monitor-black,"Rs 7,429.00","Designed for basic fitness training, the FT1 heart rate monitor shows your heart rate on a large, easy-to-read display. Heart rate target zones help to improve your fitness level, one-button functionality makes operation a cinch, and coded heart rate transmission eliminates all crosstalk.",Polar Ft1 Heart Rate Monitor Black*
https://www.liveyoursport.com/products/polar-ft1-heart-rate-monitor-blue,"Rs 29,139.00","Designed for basic fitness training, the FT1 heart rate monitor shows your heart rate on a large, easy-to-read display. Heart rate target zones help to improve your fitness level, one-button functionality makes operation a cinch, and coded heart rate transmission eliminates all crosstalk.",Polar Ft1 Heart Rate Monitor Blue*
https://www.liveyoursport.com/products/fitbit-alta-hr-black-small-us-version-black-gunmental,"Rs 27,497.00","Move to the beat of you with Fitbit Alta HR-the heart rate wristband that motivates you to reach your goals in style. Jumpstart your fitness journey with PurePulse heart rate and SmartTrack automatic exercise recognition. Track your all-day activity and sleep, stay connected with smartphone notifications, and get friendly Reminders to Move.",Fitbit Alta HR Black Small US Version Black Gunmental*
https://www.liveyoursport.com/products/polar-a370-wrist-band-black,"Rs 5,247.00",Polar A370 Wrist Band,Polar A370 Wrist Band Black*
https://www.liveyoursport.com/products/polar-a370-fitness-tracker-with-24-7-wrist-based-hr-black,"Rs 27,490.00",Polar A370 Fitness Tracker with 24 7 Wrist Based HR,Polar A370 Fitness Tracker with 24 7 Wrist Based HR Black*
https://www.liveyoursport.com/products/polar-a360-wristband-pink,"Rs 5,247.00",Polar A360 Changeable Wrist Strap Blend your personal style with the Polar A360 - either choose your favorite color or something to suit your outfit. Size Guide Small: (S) 5 6.6 inches Medium: (M) 6 7.8 inches Large: (L) 6.5 8.8 inches,Polar A360 Wristband Pink*
https://www.liveyoursport.com/products/onlydriod-coospo-h6-dual-mode-bluetooth-ant-heart-rate-monitor-bluetooth-v4-0-wireless-sport-heart-rate-sensor-chest-belt-monitor-for-real-time-reciever-strap-only,"Rs 3,439.00",Onlydriod CooSpo H6 Dual Mode Bluetooth ANT Heart Rate Monitor Bluetooth V4.0 Wireless Sport Heart Rate Sensor Chest Belt Monitor for Real-time Reciever,Onlydriod CooSpo H6 Dual Mode Bluetooth ANT Heart Rate Monitor Bluetooth V4.0 Wireless Sport Heart Rate Sensor Chest Belt Monitor for Real-time Reciever strap only*
https://www.liveyoursport.com/products/polar-a370-fitness-tracker-with-24-7-wrist-based-hr-white,"Rs 27,497.00",Polar A370 Fitness Tracker with 24 7 Wrist Based HR,Polar A370 Fitness Tracker with 24 7 Wrist Based HR White*
https://www.liveyoursport.com/products/onlydriod-coospo-h6-dual-mode-bluetooth-ant-heart-rate-monitor-bluetooth-v4-0-wireless-sport-heart-rate-sensor-chest-belt-monitor-for-real-time-reciever-only-blue-tooth,"Rs 5,419.00",Onlydriod CooSpo H6 Dual Mode Bluetooth ANT Heart Rate Monitor Bluetooth V4.0 Wireless Sport Heart Rate Sensor Chest Belt Monitor for Real-time Reciever,Onlydriod CooSpo H6 Dual Mode Bluetooth ANT Heart Rate Monitor Bluetooth V4.0 Wireless Sport Heart Rate Sensor Chest Belt Monitor for Real-time Reciever only blue tooth*
https://www.liveyoursport.com/products/polar-a360-wristband-green,"Rs 4,673.00",Polar A360 Changeable Wrist Strap Blend your personal style with the Polar A360 - either choose your favorite color or something to suit your outfit. Size Guide Small: (S) 5 6.6 inches Medium: (M) 6 7.8 inches Large: (L) 6.5 8.8 inches,Polar A360 Wristband Green*
https://www.liveyoursport.com/products/polar-a360-wristband-blue,"Rs 5,247.00",Polar A360 Changeable Wrist Strap Blend your personal style with the Polar A360 - either choose your favorite color or something to suit your outfit. Size Guide Small: (S) 5 6.6 inches Medium: (M) 6 7.8 inches Large: (L) 6.5 8.8 inches,Polar A360 Wristband Blue*
https://www.liveyoursport.com/products/polar-a360-wristband-black,"Rs 8,760.00",Polar A360 Changeable Wrist Strap Blend your personal style with the Polar A360 - either choose your favorite color or something to suit your outfit. Size Guide Small: (S) 5 6.6 inches Medium: (M) 6 7.8 inches Large: (L) 6.5 8.8 inches,Polar A360 Wristband Black*
